i,c_idx
3066,66
3066,1
3066,232
3066,130
3066,98
3066,3
2982,1
2982,240
3776,154
3776,32
3776,241
3177,305
3177,32
2907,3
2907,60
2907,176
2907,0
2907,1
2907,61
2907,338
3709,50
3709,195
3709,333
3709,198
3709,32
3709,48
3709,49
3709,332
4168,114
4168,207
4168,1
4168,179
4168,30
4168,508
4168,177
3685,291
3685,0
3185,0
3185,87
3185,267
3928,396
3928,35
3928,229
3928,326
3928,34
3928,27
3036,281
3036,7
3036,153
3036,0
3036,99
3036,52
3036,268
3824,0
3824,24
3824,22
3003,51
3003,22
3003,24
3003,0
3003,1
4179,9
4179,468
4179,98
4179,830
4179,80
4179,65
4179,11
4179,72
4179,66
4179,64
3544,239
3544,50
3544,48
3544,49
3544,32
4000,508
4000,1
4000,114
3832,154
3832,32
3603,0
3603,33
3511,197
3511,654
3511,655
3511,417
3511,418
3479,0
3479,380
3479,267
3799,31
3799,32
4260,60
4260,116
4260,0
3535,0
3535,22
3051,50
3051,32
3051,194
3051,206
3724,91
3724,89
3724,90
3724,79
3193,3
3193,1
3746,526
3746,30
3746,45
3746,110
3746,28
3746,106
3194,151
3194,0
3279,0
3279,12
3509,479
3509,249
3509,27
3509,477
3508,91
3508,92
3508,79
3508,90
3761,77
3761,30
3761,79
3761,679
3093,106
3093,112
3093,327
3093,28
3093,79
3794,152
3794,0
3794,22
3794,66
3794,10
3794,338
3450,198
3450,194
3450,154
3450,32
3450,193
4005,18
4005,11
4005,9
4005,0
4005,122
3495,16
3495,30
3495,63
3495,73
3495,9
3495,515
3495,415
3495,11
3495,406
3974,32
3974,48
3974,50
3974,239
3524,0
3524,268
3524,10
3524,66
3524,152
3364,0
3364,429
4051,79
4051,112
2928,0
2928,22
2928,24
2928,13
3340,77
3340,30
3639,1
3639,263
3902,714
3902,161
3248,450
3248,130
3248,400
3248,27
3248,556
3248,56
3248,249
3674,14
3674,18
3674,24
3674,0
3041,18
3041,47
3041,11
3041,66
3041,8
3041,169
3041,0
3041,98
3041,122
3041,9
3748,31
3748,50
3748,32
3748,208
3621,518
3621,30
3103,18
3103,9
3103,0
3103,11
4080,204
4080,0
4080,6
2930,154
2930,32
3205,0
3205,9
3205,11
3205,399
3398,148
3398,79
3398,120
3398,813
3159,151
3159,0
2926,0
2926,8
2926,169
2926,122
2926,12
2926,310
2926,125
2926,126
2926,11
2926,1
2926,9
4250,0
4250,12
3564,114
3564,20
3564,503
3564,0
3564,113
3564,1
3629,21
3629,117
3888,0
3888,10
3411,28
3411,831
3411,248
4245,3
4245,0
4245,24
4245,4
4245,86
4245,1
3027,1
3027,11
3027,150
3027,0
3027,9
3958,79
3958,329
3237,733
3237,39
4271,30
4271,146
4271,58
4271,184
3443,219
3443,27
3443,337
3443,561
3443,28
3443,299
3836,110
3836,489
3836,255
3836,256
3836,257
3836,45
3836,30
3291,131
3291,32
3291,30
3291,103
3291,101
3291,16
3291,104
3591,30
3591,180
3591,45
3591,46
3591,108
3492,255
3492,256
3492,257
3492,30
3492,398
3663,0
3663,12
3488,122
3488,0
3128,33
3128,0
3128,298
3719,105
3719,255
3719,256
3719,257
3719,30
3719,398
3713,30
3713,29
3713,149
3713,79
3567,154
3567,32
4010,1
4010,549
3545,117
3545,21
3545,197
3545,417
3545,41
3545,418
3545,39
3910,32
3910,154
4246,0
4246,6
3244,10
3244,0
3244,1
3244,3
3244,24
2908,10
2908,473
2908,1
2908,0
3903,118
3903,28
3903,358
3903,16
3903,259
2993,32
2993,305
2993,193
2993,194
2993,154
2993,173
3612,79
3612,832
3612,121
3612,462
3560,12
3560,270
3560,125
3560,126
3560,0
3560,1
3120,24
3120,0
3120,22
3120,52
3779,30
3779,32
3779,131
3661,161
3661,714
3087,11
3087,9
3087,18
3087,129
3087,59
3087,0
3087,214
3325,263
3325,358
3325,1
3325,16
3558,50
3558,32
2955,9
2955,129
2955,0
2955,18
2955,11
4156,91
4156,79
4156,90
3148,58
3148,30
3148,27
3148,484
3148,569
3148,146
3554,14
3554,291
3554,0
3554,132
3554,33
3554,1
3554,4
4131,25
4131,77
4131,30
4131,397
4131,1
3743,10
3743,12
3743,0
3892,351
3892,21
3892,412
3318,0
3318,59
4077,59
4077,0
4077,11
4077,18
4077,9
4077,8
4077,122
2997,475
2997,65
3238,30
3238,1
3238,3
3238,0
3238,59
3238,45
3238,46
3582,13
3582,52
3582,0
3582,60
4064,91
4064,79
4064,90
3282,3
3282,1
3037,474
3037,33
3037,0
3037,291
4142,651
4142,27
4142,249
4142,55
3032,13
3032,5
3032,52
3032,622
3032,47
3032,0
3032,1
3032,621
2913,0
2913,6
2913,204
3132,11
3132,267
3132,0
3132,9
3132,8
4003,1
4003,0
4003,3
4003,339
4003,150
4069,32
4069,154
3421,0
3421,6
3421,74
3648,30
3648,301
3441,79
3441,91
3441,90
3441,92
3441,277
3480,31
3480,32
3251,65
3251,669
3251,80
3753,267
3753,0
3759,112
3759,79
3759,148
3759,833
3759,201
2965,214
2965,9
2965,122
2965,459
2965,182
2965,350
2965,16
2965,59
2965,11
2965,176
2965,0
3921,22
3921,24
3921,0
3997,122
3997,0
3997,13
3997,24
3997,176
3683,27
3683,229
3683,34
4021,59
4021,1
4021,24
4021,13
4021,3
4021,0
4021,607
4021,86
2998,10
2998,0
2998,473
3077,9
3077,129
3077,11
3077,72
3780,286
3780,581
3780,364
3780,27
4102,32
4102,173
4102,79
4102,223
3600,63
3600,30
3600,110
3600,45
3570,355
3570,0
3659,100
3659,3
3659,1
2943,10
2943,0
2943,12
3868,0
3868,59
3010,1
3010,113
3010,0
3010,75
3010,74
3010,114
3010,176
3672,223
3672,203
3672,331
3672,79
3893,369
3893,28
3893,130
3893,593
3893,367
3893,366
4198,79
4198,692
4198,329
4198,328
4198,112
3890,660
3890,130
3890,211
3890,609
3890,372
3347,52
3347,0
3347,51
4212,47
4212,151
4212,0
3771,79
3771,671
3771,112
3070,267
3070,0
3121,219
3121,27
3977,178
3977,30
3977,101
3977,471
3977,177
4238,0
4238,59
4238,47
4238,99
3004,0
3004,10
3235,21
3235,632
3635,1
3635,240
3635,464
3635,132
3875,0
3875,1
3875,33
3166,636
3166,65
3100,11
3100,1
3100,125
3100,126
3100,0
3100,182
3100,129
3100,9
3392,3
3392,218
3392,1
3392,4
3691,51
3691,1
3691,224
3691,298
3691,0
3691,99
3864,74
3864,0
3255,350
3255,11
3255,16
4188,0
4188,122
4188,9
4188,129
4188,11
4127,80
4127,65
4127,82
3078,194
3078,193
3078,32
3078,154
3078,173
3078,305
3750,110
3750,30
3750,108
3750,45
3750,199
3750,200
4041,32
4041,154
4041,206
4041,305
3658,534
3658,66
3658,535
3658,603
3658,98
3254,1
3254,500
3906,106
3906,28
3689,0
3689,33
4159,86
4159,0
4159,472
4159,30
2995,261
2995,188
2995,294
2995,189
2995,190
2995,346
3855,33
3855,0
3855,18
3256,9
3256,129
3256,0
3256,12
3256,11
4182,27
4182,56
4182,130
4182,400
3158,24
3158,0
3158,59
3158,298
3158,122
2992,10
2992,0
2988,1
2988,125
2988,126
2988,16
2988,127
3787,27
3787,34
3787,35
3787,229
2961,834
2961,3
2961,4
2961,1
2961,59
2961,0
3020,580
3020,472
3020,398
3020,255
3020,256
3020,257
3020,30
3020,454
5088,5
5088,6
5088,0
5056,188
5056,294
5672,18
5672,0
5672,99
5672,47
5672,115
5672,52
5114,518
5114,30
5343,0
5343,12
5189,817
5189,20
5189,290
5189,58
5189,130
5189,125
5189,126
5189,30
5189,114
5189,508
5189,816
5189,1
5604,117
5604,21
5604,243
5604,296
5604,723
5228,16
5228,104
5228,259
5269,1
5269,290
5269,20
5269,114
5269,63
5656,373
5656,610
5656,66
5656,65
5057,112
5057,79
5057,623
5057,158
5057,615
5057,329
4359,0
4359,298
4359,11
4359,9
5686,66
5686,298
5686,0
5686,152
4694,0
4694,122
4306,11
4306,0
4306,9
4306,267
4306,87
4964,22
4964,0
4964,13
4964,24
5266,104
5266,405
5266,11
5266,16
4554,66
4554,298
4554,0
4554,152
5403,79
5403,775
5403,451
5403,65
5403,835
5403,305
5403,223
5403,32
5403,546
5403,80
5403,173
5140,21
5140,23
5097,66
5097,98
4467,188
4467,192
4467,190
4467,294
4467,261
4797,1
4797,461
4797,3
4797,4
5664,836
5664,104
5664,16
5664,66
5178,261
5178,346
5178,294
5178,190
5178,188
4705,94
4705,30
4705,45
4705,102
4705,28
4705,95
4705,274
4749,405
4749,104
4749,16
4749,11
4871,47
4871,0
5062,45
5062,30
5062,199
5062,200
5243,146
5243,58
5243,30
5243,147
5243,28
5243,324
5653,1
5653,61
4372,86
4372,1
4372,3
4372,4
4372,314
4372,0
4295,150
4295,344
4295,310
4295,86
4295,0
4295,169
4295,607
4295,9
4295,11
4295,10
4295,405
4295,270
4295,122
5426,803
5426,4
5426,133
5426,1
5426,114
5426,132
5156,31
5156,32
5471,380
5471,267
5471,0
4624,190
4624,189
4624,192
4624,294
4624,188
4879,16
4879,231
4879,583
4879,158
4511,101
4511,471
4511,30
4511,260
4511,16
4511,449
4511,391
4511,27
4711,1
4711,3
4711,0
5631,713
5631,704
5631,693
5631,351
5631,21
5631,632
5698,460
5698,21
5698,167
5698,117
5698,354
4837,1
4837,185
4837,293
4837,186
4837,28
4837,20
5144,28
5144,506
5144,27
5367,77
5367,30
5367,79
4918,726
4918,0
4918,429
4918,716
4756,491
4756,367
4756,366
4756,395
4756,383
4756,28
4481,27
4481,479
4481,477
5646,21
5646,282
5646,166
5571,99
5571,0
5571,59
5571,268
5571,1
5571,47
5571,132
5571,18
5628,114
5628,1
5628,290
4976,263
4976,0
4976,1
4976,225
4976,390
4976,304
4405,91
4405,79
4455,59
4455,0
4455,355
4455,150
4361,1
4361,3
4361,619
4361,196
4361,340
4361,197
4361,0
4361,86
4916,132
4916,1
4916,4
4916,0
5024,0
5024,52
5024,24
4500,413
4500,28
4500,422
4500,423
4500,27
5283,117
5283,21
5283,296
5283,167
5283,354
5138,32
5138,31
5671,252
5671,337
5671,27
5671,248
5671,28
5671,219
5015,299
5015,28
5015,219
5015,27
4783,30
4783,325
4783,66
4783,283
5703,79
5703,315
5703,316
4577,0
4577,22
5688,52
5688,0
5688,51
5688,3
5688,1
5158,1
5158,8
5158,9
5158,11
5158,125
5158,126
5158,374
5158,19
4922,188
4922,192
4922,791
4922,261
4922,190
4922,297
4922,189
4824,193
4824,32
4824,333
4824,50
4824,206
4824,332
4824,194
5152,660
5152,211
5152,130
5353,25
5353,397
5353,30
5353,77
5353,1
4598,0
4598,807
4598,634
4598,304
4646,219
4646,27
4646,300
4646,337
4646,28
5100,279
5100,366
5100,140
5100,719
5100,393
5100,28
5100,130
5100,144
5100,27
5100,235
5100,230
5100,525
5100,30
5100,252
5100,141
4836,154
4836,32
4579,23
4579,3
4579,24
4579,21
4579,25
4579,1
4579,0
5711,299
5711,561
5711,219
5711,28
5711,27
5692,21
5692,311
4552,0
4552,132
4552,536
4552,12
4552,13
4552,1
4552,60
4552,99
4608,0
4608,12
4718,0
4718,13
4718,18
4718,122
4718,47
4718,1
4718,132
4566,0
4566,18
5531,3
5531,1
5531,100
4352,9
4352,11
4352,0
4352,10
5199,352
5199,13
5199,18
5199,473
5199,1
5199,59
5199,122
5199,224
5199,0
5199,176
5199,114
4894,122
4894,0
4894,9
4894,8
4894,11
5042,1
5042,114
5042,500
5042,360
4618,114
4618,1
4618,352
5209,32
5209,50
5638,79
5638,112
5067,496
5067,28
5067,421
5150,46
5150,30
5150,45
4276,50
4276,208
4276,131
4276,30
4276,32
4276,48
4276,31
4685,4
4685,225
4685,304
4685,553
4685,0
4685,1
5366,202
5366,79
5191,12
5191,99
5191,24
5191,51
5191,0
4483,6
4483,1
4483,459
4483,0
4582,66
4582,361
4582,255
4582,256
4582,257
4582,30
4582,101
4582,398
4582,177
4347,129
4347,125
4347,126
4347,1
4347,11
4347,9
4347,0
4347,214
4347,18
4347,72
4652,48
4652,32
4652,50
4578,0
4578,150
4578,10
4578,122
4450,11
4450,86
4450,18
4450,66
4450,9
4450,0
4450,98
4450,13
4997,20
4997,1
5091,16
5091,104
5091,259
4790,30
4790,177
4790,179
4790,108
4790,45
4790,62
4639,0
4639,33
4534,28
4534,118
4534,213
4534,430
4534,63
4534,11
4534,0
5171,192
5171,189
5171,188
5171,190
4921,186
4921,293
4921,527
4921,185
4921,28
4729,338
4729,13
4729,12
4729,0
4491,621
4491,1
4491,622
4491,0
4491,132
4491,263
5486,382
5486,383
5287,518
5287,30
5253,30
5253,58
5253,410
5501,0
5501,122
4818,117
4818,168
4818,21
4818,39
4818,243
5649,27
5649,250
5396,487
5396,486
4633,0
4633,12
4700,12
4700,10
4700,24
4700,0
4746,30
4746,352
4746,114
4746,452
4746,1
4746,218
5055,125
5055,126
5055,1
5512,531
5512,21
5512,530
4725,837
4725,30
4725,838
4725,379
4725,28
4917,197
4917,196
4410,87
4410,13
4410,1
4410,59
4410,132
4410,0
4410,267
5290,12
5290,0
5290,176
5290,1
5290,685
5290,152
5290,429
5290,13
5290,114
5290,66
5193,175
5193,0
4845,50
4845,32
5374,753
5374,164
5374,27
5374,34
5356,22
5356,23
5356,1
5356,3
5356,24
5356,25
5356,0
5356,21
4714,486
4714,487
4645,176
4645,0
4645,267
4645,87
5103,122
5103,0
5474,34
5474,27
5474,229
4988,390
4988,263
4988,1
4988,0
4988,429
4988,304
4988,430
5706,0
5706,12
5706,99
5706,10
4489,0
4489,24
4489,3
4489,86
4489,1
5461,51
5461,0
5461,52
5117,250
5117,249
5117,27
5117,302
5167,175
5167,0
4742,37
4742,488
4742,39
4673,9
4673,11
4673,214
4543,151
4543,227
4543,0
4375,1
4375,132
4375,4
4375,495
4375,83
5019,502
5019,45
5019,30
4583,81
4583,82
4583,80
4583,269
4583,284
4583,65
5011,39
5011,41
4279,176
4279,74
4279,75
4279,0
4760,16
4760,30
4760,101
4760,146
4760,260
4760,58
4360,0
4360,16
4360,18
4360,15
4360,66
4360,11
4360,434
4360,9
4360,98
4977,0
4977,33
4977,75
4977,74
4884,117
4884,296
4884,21
4884,460
4884,354
4884,243
4672,249
4672,414
4672,251
4672,253
4672,27
4670,24
4670,51
4670,0
4796,1
4796,4
4796,0
4743,400
4743,56
4743,53
4743,130
4743,28
4743,27
4623,0
4623,59
4623,150
5133,0
5133,839
5133,225
5133,429
4861,30
4861,410
4861,58
4313,30
4313,260
4313,16
4777,122
4777,9
4777,0
4777,11
5568,32
5568,50
4464,486
4464,350
4464,487
4464,98
4464,16
4464,11
4464,66
4419,130
4419,387
4419,28
4419,39
5409,0
5409,18
5409,12
4973,360
4973,114
4973,1
5217,21
5217,117
5573,28
5573,248
5573,337
5573,27
5573,447
5573,252
5573,249
5573,251
5023,297
5023,261
5023,294
5023,188
5023,190
4433,32
4433,206
4433,50
4433,195
5405,30
5405,184
5405,58
5476,10
5476,13
5476,12
5476,0
5174,65
5174,30
5174,288
5174,347
4530,39
4530,66
4530,97
4390,0
4390,3
4390,1
4965,104
4965,11
4965,375
4965,16
4965,9
4965,350
4740,11
4740,349
4740,16
5077,27
5077,34
5077,164
5172,28
5172,299
5142,0
5142,33
4667,50
4667,32
5666,3
5666,1
4371,188
4371,261
4371,190
5122,30
5122,77
5208,27
5208,219
5208,28
5208,337
5208,299
4457,0
4457,11
4457,9
4457,153
4457,122
4457,52
4457,8
4457,281
4457,99
4457,24
4457,51
5375,65
5375,128
5375,98
5375,66
5375,64
4870,3
4870,240
4870,265
4870,24
4870,1
4870,132
4870,0
4870,218
4870,14
5351,30
5351,255
5351,256
5351,257
5351,398
4752,4
4752,3
4752,1
5198,675
5198,421
5198,21
5198,158
5198,420
5198,28
5198,231
4443,198
4443,401
4443,520
4443,32
4443,194
4443,193
5516,497
5516,840
5516,0
5516,33
5089,188
5089,187
5339,297
5339,190
5339,188
4640,6
4640,0
4640,5
4640,33
4866,32
4866,31
4813,33
4813,0
5065,489
5065,30
5065,255
5065,256
5065,257
4802,1
4802,10
4802,59
4802,86
4802,3
4802,13
4802,132
4802,0
4802,24
5016,32
5016,173
5016,193
5016,154
5016,378
5016,194
4761,168
4761,39
4761,21
4761,215
4761,841
4431,490
4431,0
4431,13
5551,32
5551,154
5684,29
5684,79
5684,149
5684,30
5570,13
5570,12
5570,132
5570,0
5570,1
5413,91
5413,79
5413,92
5413,90
4753,21
4753,23
4753,354
4753,117
5066,30
5066,260
5066,50
5066,16
5066,208
5066,32
4512,66
4512,470
4512,178
4512,177
4512,30
4512,424
5549,767
5549,27
5549,842
5465,0
5465,47
5465,115
5493,354
5493,723
5493,117
5493,21
5039,98
5039,66
5039,28
5039,658
4938,154
4938,50
4938,32
4513,108
4513,30
4513,46
4513,110
4513,45
4282,0
4282,304
4282,748
5012,39
5012,647
5012,97
5012,66
5667,267
5667,60
5667,0
5667,218
5667,1
5667,6
4462,65
4462,128
4462,155
5435,21
5435,117
5435,23
5435,296
5435,433
5286,0
5286,4
5286,1
5139,11
5139,16
5139,358
4864,365
4864,66
4864,283
5606,152
5606,150
5606,1
5606,304
5606,0
5606,24
5606,66
5606,132
5537,62
5537,199
5537,200
5537,757
5537,45
5537,146
5537,58
5537,177
5537,321
5537,30
4592,0
4592,9
4592,73
4592,268
4592,116
4592,11
4541,73
4541,11
4541,9
4814,1
4814,66
4814,152
4814,22
4814,0
5299,1
5299,280
5299,3
5299,86
5299,0
4515,33
4515,0
4515,1
4515,132
5414,132
5414,3
5414,1
4677,11
4677,373
4677,0
4677,39
4677,66
4677,9
4677,281
4677,65
4677,97
4293,122
4293,0
4536,0
4536,291
5609,86
5609,0
5609,3
5609,1
4386,30
4386,45
4386,108
4730,39
4730,66
4730,164
4730,27
4730,97
4730,34
4730,98
4575,56
4575,400
4575,130
4575,27
4629,253
4629,28
4629,134
4629,137
4629,27
4709,32
4709,206
4709,173
5050,21
5050,117
4833,487
4833,486
4992,34
4992,27
4992,164
4657,796
4657,16
4657,11
4657,66
4657,98
4657,9
4657,843
4846,10
4846,9
4846,0
4846,11
4689,0
4689,176
4689,429
4689,445
4689,60
4689,59
4689,270
4689,536
4689,304
5160,27
5160,35
5160,229
5160,34
5654,98
5654,1
5654,66
5654,0
5654,3
5654,59
5654,122
5528,422
5528,27
5528,139
5393,107
5393,45
5393,526
5393,28
5393,30
5393,101
5393,381
4533,1
4533,340
4533,150
4533,4
4533,86
4533,3
4533,0
4322,91
4322,79
4322,88
4426,1
4426,0
4426,430
4961,0
4961,12
4691,183
4691,10
4691,0
5291,80
5291,79
5291,82
5291,65
5291,444
5291,81
5291,203
4948,0
4948,7
4948,130
5455,0
5455,86
4860,30
4860,410
4860,58
4291,194
4291,50
4291,260
4291,208
4291,16
4291,30
4291,193
4291,546
4291,79
4291,32
4544,11
4544,9
4950,294
4950,346
4950,261
4950,190
4950,188
4927,0
4927,33
5648,164
5648,27
5648,34
4451,430
4451,0
4451,47
4451,52
4451,122
5071,30
5071,278
5071,255
5071,256
5071,257
5071,258
4560,9
4560,11
4560,709
4560,129
4560,59
4560,0
5546,3
5546,0
5546,24
5546,1
5546,25
5235,77
5235,78
5235,25
5235,1
5235,30
5235,79
4599,113
4599,1
4599,304
4599,114
4599,0
5525,164
5525,27
5525,34
4829,33
4829,0
4382,193
4382,194
4382,154
4382,546
4382,32
4382,79
5136,9
5136,0
5136,59
5136,122
5136,11
5136,8
4461,79
4461,193
4461,194
4461,223
4461,173
4461,844
4461,32
4461,206
4792,50
4792,32
4792,131
4792,30
4792,195
4398,452
4398,30
4398,114
4398,1
4398,352
5550,28
5550,27
5550,219
5550,299
4551,10
4551,0
4962,441
4962,32
4962,305
4962,79
4962,174
4962,194
4351,65
4351,333
4351,82
4351,81
4351,32
4351,80
4312,132
4312,1
4312,3
5261,0
5261,1
5261,125
5261,126
5261,404
5261,33
5261,97
5261,66
5261,39
4563,11
4563,0
4563,10
4563,304
4563,9
4563,169
4563,270
5655,79
5655,643
5655,644
5655,30
5643,283
5643,66
5643,365
5165,51
5165,132
5165,0
5165,18
5165,1
4697,544
4697,16
4697,104
4697,80
4697,65
4615,649
4615,30
4615,101
4615,439
4615,472
4615,381
4615,158
4615,391
5044,27
5044,229
5044,35
5044,34
5693,311
5693,299
5693,21
5693,28
5399,0
5399,151
5013,402
5013,27
5013,249
5013,302
5013,403
5013,137
5478,34
5478,164
5478,27
5611,0
5611,1
5611,59
5611,3
5611,132
4731,45
4731,30
4731,108
5708,425
5708,112
5708,79
4738,101
4738,381
4738,30
4738,146
4738,58
4600,101
4600,649
4600,30
4600,472
4963,1
4963,3
5421,27
