u,deg_inter
34670,1
34671,1
34672,1
34673,2
34674,7
34675,1
34676,1
34677,10
34678,1
34679,27
34680,1
34681,3
34682,2
34683,4
34684,1
34685,1
34686,4
34687,1
34688,8
34689,31
34690,11
34691,4
34692,16
34693,2
34694,2
34695,2
34696,1
34697,21
34698,1
34699,12
34700,2
34701,3
34702,3
34703,1
34704,2
34705,6
34706,2
34707,4
34708,33
34709,1
34710,1
34711,8
34712,57
34713,25
34714,1
34715,35
34716,1
34717,1
34718,3
34719,2
34720,1
34721,1
34722,45
34723,3
34724,5
34725,2
34726,3
34727,1
34728,2
34729,62
34730,2
34731,4
34732,1
34733,2
34734,1
34735,1
34736,2
34737,4
34738,1
34739,2
34740,4
34741,1
34742,6
34743,2
34744,2
34745,1
34746,2
34747,8
34748,6
34749,1
34750,1
34751,1
34752,6
34753,1
34754,4
34755,2
34756,12
34757,1
34758,1
34759,1
34760,7
34761,2
34762,84
34763,6
34764,1
34765,7
34766,7
34767,3
34768,12
34769,8
34770,2
34771,1
34772,2
34773,3
34774,1
34775,1
34776,1
34777,10
34778,1
34779,1
34780,1
34781,7
34782,6
34783,1
34784,26
34785,37
34786,3
34787,130
34788,15
34789,5
34790,7
34791,1
34792,3
34793,8
34794,2
34795,2
34796,4
34797,1
34798,4
34799,10
34800,3
34801,4
34802,2
34803,2
34804,1
34805,8
34806,2
34807,1
34808,4
34809,1
34810,2
34811,1
34812,2
34813,3
34814,1
34815,1
34816,1
34817,1
34818,10
34819,1
34820,6
34821,1
34822,1
34823,1
34824,1
34825,4
34826,2
34827,1
34828,28
34829,6
34830,8
34831,1
34832,1
34833,4
34834,3
34835,10
34836,9
34837,4
34838,6
34839,5
34840,3
34841,1
34842,1
34843,21
34844,1
34845,6
34846,1
34847,9
34848,8
34849,1
34850,4
34851,1
34852,1
34853,1
34854,1
34855,3
34856,3
34857,2
34858,2
34859,1
34860,8
34861,19
34862,1
34863,7
34864,7
34865,6
34866,2
34867,1
34868,2
34869,2
34870,12
34871,5
34872,1
34873,10
34874,1
34875,15
34876,12
34877,3
34878,5
34879,8
34880,1
34881,7
34882,1
34883,1
34884,1
34885,1
34886,2
34887,18
34888,4
34889,16
34890,1
34891,4
34892,6
34893,8
34894,1
34895,7
34896,14
34897,2
34898,2
34899,1
34900,8
34901,1
34902,2
34903,1
34904,4
34905,2
34906,5
34907,5
34908,4
34909,1
34910,2
34911,46
34912,7
34913,4
34914,3
34915,12
34916,2
34917,2
34918,1
34919,23
34920,1
34921,3
34922,1
34923,3
34924,2
34925,1
34926,1
34927,19
34928,12
34929,2
34930,1
34931,1
34932,1
34933,2
34934,1
34935,1
34936,8
34937,1
34938,1
34939,16
34940,1
34941,33
34942,6
34943,7
34944,24
34945,1
34946,13
34947,15
34948,4
34949,1
34950,2
34951,30
34952,5
34953,1
34954,3
34955,9
34956,1
34957,1
34958,3
34959,2
34960,3
34961,1
34962,2
34963,3
34964,7
34965,4
34966,1
34967,1
34968,2
34969,1
34970,12
34971,1
34972,5
34973,1
34974,5
34975,8
34976,8
34977,5
34978,1
34979,3
34980,1
34981,4
34982,4
34983,2
34984,9
34985,2
34986,2
34987,1
34988,1
34989,1
34990,25
34991,2
34992,1
34993,6
34994,1
34995,1
34996,1
34997,1
34998,4
34999,1
35000,20
35001,1
35002,1
35003,1
35004,10
35005,1
35006,3
35007,2
35008,4
35009,4
35010,1
35011,5
35012,3
35013,2
35014,2
35015,1
35016,1
35017,15
35018,4
35019,1
35020,4
35021,5
35022,1
35023,3
35024,8
35025,1
35026,1
35027,1
35028,5
35029,15
35030,2
35031,1
35032,3
35033,17
35034,29
35035,2
35036,5
35037,1
35038,2
35039,13
35040,3
35041,15
35042,2
35043,1
35044,1
35045,1
35046,1
35047,2
35048,4
35049,8
35050,1
35051,2
35052,2
35053,1
35054,1
35055,2
35056,3
35057,3
35058,11
35059,13
35060,7
35061,2
35062,1
35063,1
35064,2
35065,6
35066,1
35067,13
35068,1
35069,10
35070,9
35071,25
35072,1
35073,3
35074,1
35075,1
35076,1
35077,1
35078,3
35079,2
35080,12
35081,2
35082,5
35083,6
35084,1
35085,1
35086,9
35087,1
35088,5
35089,4
35090,6
35091,1
35092,2
35093,4
35094,6
35095,3
35096,10
35097,2
35098,4
35099,1
35100,1
35101,1
35102,5
35103,3
35104,1
35105,7
35106,1
35107,2
35108,1
35109,7
35110,4
35111,1
35112,3
35113,1
35114,2
35115,1
35116,6
35117,1
35118,1
35119,9
35120,4
35121,1
35122,13
35123,4
35124,7
35125,1
35126,1
35127,1
35128,11
35129,1
35130,7
35131,1
35132,7
35133,3
35134,1
35135,1
35136,1
35137,8
35138,8
35139,4
35140,1
35141,3
35142,3
35143,4
35144,3
35145,3
35146,7
35147,10
35148,4
35149,2
35150,3
35151,9
35152,1
35153,7
35154,1
35155,4
35156,1
35157,1
35158,3
35159,5
35160,59
35161,10
35162,1
35163,25
35164,11
35165,1
35166,7
35167,1
35168,1
35169,1
35170,3
35171,4
35172,6
35173,5
35174,4
35175,3
35176,2
35177,1
35178,3
35179,2
35180,1
35181,1
35182,1
35183,1
35184,2
35185,34
35186,1
35187,2
35188,7
35189,11
35190,1
35191,1
35192,2
35193,5
35194,9
35195,4
35196,3
35197,5
35198,10
35199,1
35200,7
35201,1
35202,5
35203,1
35204,13
35205,1
35206,1
35207,4
35208,78
35209,1
35210,15
35211,1
35212,1
35213,1
35214,5
35215,1
35216,1
35217,1
35218,3
35219,1
35220,19
35221,1
35222,1
35223,8
35224,1
35225,8
35226,4
35227,1
35228,2
35229,1
35230,1
35231,1
35232,1
35233,1
35234,1
35235,1
35236,1
35237,2
35238,3
35239,6
35240,16
35241,5
35242,1
35243,1
35244,1
35245,20
35246,13
35247,1
35248,2
35249,1
35250,1
35251,1
35252,1
35253,4
35254,2
35255,9
35256,1
35257,1
35258,36
35259,49
35260,1
35261,10
35262,2
35263,3
35264,3
35265,4
35266,1
35267,1
35268,18
35269,3
35270,17
35271,2
35272,2
35273,4
35274,2
35275,1
35276,2
35277,2
35278,1
35279,1
35280,1
35281,2
35282,2
35283,3
35284,1
35285,1
35286,40
35287,15
35288,40
35289,20
35290,3
35291,1
35292,1
35293,2
35294,1
35295,3
35296,1
35297,2
35298,7
35299,5
35300,2
35301,1
35302,2
35303,1
35304,2
35305,1
35306,1
35307,9
35308,1
35309,1
35310,1
35311,5
35312,2
35313,1
35314,1
35315,4
35316,1
35317,5
35318,29
35319,10
35320,2
35321,1
35322,2
35323,1
35324,2
35325,1
35326,2
35327,3
35328,3
35329,16
35330,1
35331,1
35332,8
35333,1
35334,2
35335,3
35336,1
35337,16
35338,9
35339,1
35340,1
35341,7
35342,1
35343,3
35344,14
35345,8
35346,4
35347,1
35348,1
35349,8
35350,15
35351,3
35352,3
35353,9
35354,1
35355,6
35356,11
35357,2
35358,5
35359,33
35360,6
35361,26
35362,1
35363,1
35364,1
35365,9
35366,1
35367,4
35368,6
35369,3
35370,4
35371,1
35372,3
35373,7
35374,1
35375,2
35376,1
35377,3
35378,2
35379,3
35380,3
35381,16
35382,2
35383,2
35384,8
35385,13
35386,2
35387,3
35388,15
35389,1
35390,1
35391,1
35392,3
35393,15
35394,75
35395,2
35396,3
35397,2
35398,1
35399,27
35400,7
35401,1
35402,11
35403,1
35404,4
35405,1
35406,1
35407,1
35408,4
35409,4
35410,2
35411,1
35412,1
35413,1
35414,2
35415,3
35416,1
35417,1
35418,3
35419,1
35420,2
35421,1
35422,5
35423,1
35424,1
35425,4
35426,1
35427,1
35428,6
35429,1
35430,10
35431,1
35432,1
35433,1
35434,3
35435,3
35436,1
35437,1
35438,1
35439,3
35440,24
35441,1
35442,11
35443,2
35444,1
35445,1
35446,1
35447,1
35448,3
35449,2
35450,2
35451,1
35452,4
35453,2
35454,15
35455,1
35456,1
35457,4
35458,18
35459,3
35460,23
35461,4
35462,1
35463,9
35464,2
35465,6
35466,16
35467,2
35468,8
35469,1
35470,1
35471,1
35472,7
35473,5
35474,1
35475,1
35476,2
35477,1
35478,1
35479,1
35480,1
35481,1
35482,2
35483,2
35484,2
35485,5
35486,11
35487,2
35488,1
35489,3
35490,41
35491,2
35492,9
35493,6
35494,4
35495,1
35496,4
35497,1
35498,1
35499,3
35500,8
35501,1
35502,1
35503,1
35504,32
35505,1
35506,2
35507,2
35508,1
35509,1
35510,7
35511,1
35512,1
35513,1
35514,1
35515,5
35516,7
35517,5
35518,1
35519,40
35520,2
35521,2
35522,26
35523,21
35524,3
35525,6
35526,2
35527,2
35528,1
35529,1
35530,5
35531,1
35532,4
35533,1
35534,1
35535,1
35536,2
35537,1
35538,1
35539,1
35540,13
35541,4
35542,1
35543,8
35544,13
35545,9
35546,1
35547,2
35548,3
35549,10
35550,1
35551,10
35552,2
35553,7
35554,4
35555,1
35556,6
35557,9
35558,9
35559,1
35560,41
35561,1
35562,2
35563,1
35564,1
35565,3
35566,3
35567,2
35568,3
35569,1
35570,1
35571,1
35572,2
35573,1
35574,2
35575,9
35576,1
35577,2
35578,3
35579,2
35580,4
35581,1
35582,1
35583,1
35584,2
35585,2
35586,17
35587,1
35588,1
35589,29
35590,9
35591,2
35592,7
35593,1
35594,11
35595,1
35596,2
35597,5
35598,2
35599,9
35600,15
35601,25
35602,1
35603,2
35604,1
35605,7
35606,6
35607,7
35608,12
35609,4
35610,7
35611,1
35612,1
35613,2
35614,36
35615,23
35616,2
35617,1
35618,2
35619,1
35620,3
35621,5
35622,1
35623,3
35624,4
35625,1
35626,1
35627,5
35628,1
35629,1
35630,2
35631,2
35632,1
35633,1
35634,28
35635,1
35636,9
35637,1
35638,8
35639,1
35640,5
35641,4
35642,4
35643,1
35644,7
35645,13
35646,1
35647,1
35648,1
35649,8
35650,6
35651,2
35652,1
35653,1
35654,5
35655,2
35656,2
35657,2
35658,7
35659,2
35660,2
35661,1
35662,1
35663,2
35664,3
35665,3
35666,11
35667,1
35668,1
35669,2
35670,6
35671,1
35672,2
35673,1
35674,2
35675,2
35676,2
35677,4
35678,1
35679,42
35680,3
35681,1
35682,12
35683,2
35684,19
35685,7
35686,1
35687,3
35688,5
35689,23
35690,3
35691,2
35692,1
35693,13
35694,2
35695,8
35696,3
35697,1
35698,9
35699,2
35700,3
35701,5
35702,6
35703,12
35704,2
35705,1
35706,5
35707,13
35708,1
35709,1
35710,1
35711,7
35712,1
35713,6
35714,3
35715,1
35716,1
35717,1
35718,18
35719,1
35720,3
35721,1
35722,1
35723,5
35724,9
35725,4
35726,1
35727,1
35728,3
35729,3
35730,1
35731,1
35732,8
35733,1
35734,10
35735,4
35736,1
35737,3
35738,1
35739,3
35740,5
35741,1
35742,2
35743,18
35744,1
35745,22
35746,1
35747,2
35748,1
35749,5
35750,7
35751,3
35752,1
35753,2
35754,3
35755,30
35756,7
35757,20
35758,4
35759,3
35760,1
35761,2
35762,1
35763,4
35764,1
35765,3
35766,12
35767,5
35768,15
35769,6
35770,2
35771,10
35772,2
35773,1
35774,3
35775,12
35776,1
35777,1
35778,1
35779,8
35780,3
35781,1
35782,2
35783,14
35784,3
35785,7
35786,9
35787,18
35788,1
35789,3
35790,1
35791,1
35792,1
35793,2
35794,1
35795,5
35796,1
35797,26
35798,4
35799,2
35800,1
35801,1
35802,8
35803,1
35804,7
35805,7
35806,2
35807,3
35808,6
35809,10
35810,3
35811,1
35812,2
35813,9
35814,2
35815,2
35816,7
35817,1
35818,1
35819,1
35820,19
35821,5
35822,1
35823,1
35824,4
35825,1
35826,2
35827,32
35828,2
35829,1
35830,2
35831,6
35832,1
35833,1
35834,1
35835,1
35836,18
35837,2
35838,1
35839,1
35840,1
35841,2
35842,29
35843,3
35844,1
35845,3
35846,2
35847,1
35848,1
35849,5
35850,1
35851,23
35852,1
35853,12
35854,1
35855,3
35856,3
35857,6
35858,1
35859,1
35860,11
35861,3
35862,1
35863,3
35864,16
35865,6
35866,7
35867,1
35868,5
35869,3
35870,1
35871,10
35872,18
35873,5
35874,10
35875,1
35876,1
35877,4
35878,3
35879,1
35880,3
35881,1
35882,3
35883,1
35884,1
35885,1
35886,2
35887,3
35888,3
35889,1
35890,1
35891,1
35892,13
35893,3
35894,2
35895,8
35896,1
35897,1
35898,1
35899,1
35900,1
35901,3
35902,5
35903,1
35904,4
35905,1
35906,1
35907,4
35908,3
35909,2
35910,1
35911,11
35912,2
35913,2
35914,3
35915,1
35916,2
35917,1
35918,1
35919,3
35920,4
35921,2
35922,3
35923,4
35924,2
35925,3
35926,1
35927,3
35928,5
35929,1
35930,1
35931,1
35932,2
35933,3
35934,4
35935,4
35936,37
35937,2
35938,1
35939,2
35940,11
35941,5
35942,6
35943,1
35944,1
35945,1
35946,3
35947,7
35948,1
35949,11
35950,15
35951,1
35952,2
35953,1
35954,1
35955,1
35956,1
35957,1
35958,4
35959,9
35960,1
35961,9
35962,3
35963,1
35964,4
35965,4
35966,5
35967,2
35968,4
35969,1
35970,26
35971,7
35972,1
35973,7
35974,2
35975,3
35976,1
35977,1
35978,1
35979,3
35980,9
35981,11
35982,3
35983,8
35984,2
35985,1
35986,28
35987,4
35988,2
35989,5
35990,1
35991,1
35992,1
35993,11
35994,2
35995,1
35996,1
35997,7
35998,3
35999,1
36000,1
36001,1
36002,1
36003,1
36004,3
36005,1
36006,1
36007,1
36008,1
36009,7
36010,1
36011,1
36012,2
36013,1
36014,9
36015,2
36016,1
36017,6
36018,2
36019,5
36020,1
36021,2
36022,2
36023,2
36024,2
36025,10
36026,6
36027,2
36028,2
36029,1
36030,1
36031,1
36032,1
36033,1
36034,1
36035,17
36036,1
36037,8
36038,2
36039,14
36040,3
36041,13
36042,1
36043,1
36044,1
36045,8
36046,1
36047,1
36048,4
36049,2
36050,3
36051,7
36052,1
36053,2
36054,12
36055,1
36056,2
36057,3
36058,2
36059,4
36060,1
36061,5
36062,19
36063,1
36064,2
36065,8
36066,1
36067,4
36068,1
36069,1
36070,1
36071,5
36072,3
36073,1
36074,3
36075,2
36076,4
36077,3
36078,7
36079,5
36080,1
36081,1
36082,2
36083,3
36084,5
36085,3
36086,1
36087,11
36088,1
36089,1
36090,1
36091,2
36092,4
36093,2
36094,4
36095,1
36096,13
36097,4
36098,1
36099,1
36100,2
36101,1
36102,1
36103,1
36104,2
36105,6
36106,1
36107,4
36108,1
36109,28
36110,1
36111,10
36112,3
36113,1
36114,6
36115,2
36116,1
36117,1
36118,2
36119,2
36120,1
36121,1
36122,1
36123,3
36124,9
36125,1
36126,2
36127,13
36128,2
36129,2
36130,1
36131,10
36132,1
36133,3
36134,9
36135,8
36136,6
36137,3
36138,10
36139,3
36140,21
36141,1
36142,2
36143,1
36144,1
36145,1
36146,2
36147,2
36148,3
36149,53
36150,3
36151,6
36152,1
36153,7
36154,1
36155,6
36156,1
36157,1
36158,1
36159,9
36160,7
36161,1
36162,15
36163,6
36164,8
36165,1
36166,4
36167,4
36168,5
36169,51
36170,1
36171,2
36172,3
36173,14
36174,2
36175,1
36176,2
36177,1
36178,1
36179,9
36180,1
36181,2
36182,19
36183,1
36184,1
36185,1
36186,1
36187,1
36188,4
36189,3
36190,1
36191,1
36192,1
36193,1
36194,1
36195,3
36196,3
36197,13
36198,2
36199,2
36200,7
36201,1
36202,1
36203,1
36204,6
36205,2
36206,1
36207,4
36208,1
36209,1
36210,4
36211,2
36212,27
36213,4
36214,53
36215,1
36216,1
36217,1
36218,12
36219,19
36220,1
36221,8
36222,1
36223,1
36224,1
36225,2
36226,1
36227,3
36228,10
36229,8
36230,2
36231,5
36232,4
36233,1
36234,6
36235,1
36236,2
36237,30
36238,3
36239,10
36240,2
36241,1
36242,11
36243,1
36244,5
36245,47
36246,1
36247,1
36248,1
36249,2
36250,2
36251,3
36252,1
36253,3
36254,19
36255,1
36256,9
36257,11
36258,1
36259,1
36260,2
36261,10
36262,6
36263,1
36264,2
36265,2
36266,2
36267,2
36268,2
36269,1
36270,3
36271,2
36272,3
36273,5
36274,1
36275,1
36276,1
36277,1
36278,6
36279,5
36280,2
36281,2
36282,4
36283,1
36284,17
36285,6
36286,1
36287,2
36288,1
36289,1
36290,4
36291,1
36292,1
36293,1
36294,2
36295,2
36296,11
36297,1
36298,6
36299,3
36300,5
36301,2
36302,7
36303,1
36304,1
36305,3
36306,13
36307,8
36308,2
36309,13
36310,1
36311,21
36312,2
36313,6
36314,6
36315,45
36316,5
36317,3
36318,2
36319,1
36320,1
36321,2
36322,19
36323,1
36324,28
36325,1
36326,1
36327,6
36328,1
36329,2
36330,4
36331,1
36332,4
36333,4
36334,1
36335,4
36336,2
36337,14
36338,2
36339,1
36340,1
36341,1
36342,3
36343,2
36344,1
36345,1
36346,2
36347,35
36348,1
36349,3
36350,1
36351,1
36352,7
36353,1
36354,1
36355,13
36356,1
36357,1
36358,11
36359,3
36360,3
36361,1
36362,9
36363,1
36364,3
36365,1
36366,5
36367,1
36368,5
36369,1
36370,5
36371,3
36372,6
36373,1
36374,1
36375,1
36376,1
36377,5
36378,5
36379,8
36380,1
36381,3
36382,1
36383,1
36384,3
36385,1
36386,2
36387,2
36388,1
36389,5
36390,2
36391,6
36392,1
36393,4
36394,6
36395,1
36396,4
36397,1
36398,10
36399,1
36400,1
36401,1
36402,5
36403,11
36404,8
36405,6
36406,6
36407,5
36408,1
36409,1
36410,1
36411,1
36412,9
36413,3
36414,1
36415,2
36416,1
36417,1
36418,1
36419,15
36420,1
36421,1
36422,1
36423,1
36424,1
36425,3
36426,1
36427,3
36428,1
36429,1
36430,7
36431,21
36432,1
36433,2
36434,4
36435,3
36436,1
36437,1
36438,6
36439,2
36440,3
36441,11
36442,3
36443,1
36444,4
36445,2
36446,1
36447,9
36448,1
36449,1
36450,7
36451,5
36452,10
36453,4
36454,1
36455,1
36456,1
36457,3
36458,2
36459,1
36460,2
36461,5
36462,3
36463,9
36464,1
36465,1
36466,2
36467,1
36468,1
36469,1
36470,1
36471,3
36472,2
36473,1
36474,2
36475,70
36476,4
36477,5
36478,1
36479,11
36480,1
36481,2
36482,14
36483,4
36484,12
36485,49
36486,5
36487,1
36488,3
36489,5
36490,42
36491,3
36492,4
36493,1
36494,4
36495,22
36496,6
36497,1
36498,4
36499,1
36500,2
36501,1
36502,1
36503,1
36504,5
36505,2
36506,4
36507,1
36508,2
36509,12
36510,2
36511,7
36512,4
36513,2
36514,1
36515,2
36516,1
36517,1
36518,13
36519,3
36520,1
36521,1
36522,3
36523,6
36524,10
36525,4
36526,1
36527,4
36528,1
36529,7
36530,1
36531,3
36532,6
36533,1
36534,1
36535,6
36536,2
36537,3
36538,1
36539,2
36540,1
36541,8
36542,1
36543,3
36544,6
36545,1
36546,3
36547,7
36548,11
36549,11
36550,4
36551,3
36552,8
36553,3
36554,4
36555,1
36556,2
36557,1
36558,9
36559,17
36560,7
36561,1
36562,2
36563,1
36564,4
36565,1
36566,43
36567,4
36568,3
36569,2
36570,10
36571,1
36572,1
36573,4
36574,6
36575,13
36576,4
36577,1
36578,2
36579,17
36580,1
36581,18
36582,2
36583,1
36584,1
36585,2
36586,5
36587,4
36588,1
36589,1
36590,15
36591,6
36592,5
36593,4
36594,6
36595,3
36596,5
36597,2
36598,1
36599,4
36600,8
36601,1
36602,5
36603,1
36604,1
36605,4
36606,1
36607,1
36608,1
36609,9
36610,3
36611,1
36612,3
36613,3
36614,1
36615,7
36616,1
36617,4
36618,2
36619,2
36620,2
36621,2
36622,4
36623,1
36624,1
36625,1
36626,3
36627,4
36628,6
36629,8
36630,5
36631,2
36632,2
36633,3
36634,26
36635,2
36636,1
36637,9
36638,3
36639,5
36640,3
36641,6
36642,3
36643,2
36644,6
36645,3
36646,1
36647,1
36648,22
36649,3
36650,8
36651,1
36652,1
36653,1
36654,1
36655,3
36656,2
36657,5
36658,27
36659,1
36660,20
36661,1
36662,2
36663,4
36664,1
36665,36
36666,1
36667,3
36668,1
36669,8
36670,3
36671,2
36672,2
36673,2
36674,1
36675,1
36676,1
36677,17
36678,4
36679,1
36680,4
36681,1
36682,2
36683,29
36684,9
36685,1
36686,3
36687,15
36688,1
36689,3
36690,2
36691,2
36692,14
36693,1
36694,4
36695,1
36696,2
36697,2
36698,2
36699,1
36700,2
36701,2
36702,1
36703,4
36704,14
36705,18
36706,1
36707,7
36708,2
36709,1
36710,7
36711,2
36712,1
36713,1
36714,6
36715,3
36716,3
36717,9
36718,1
36719,1
36720,3
36721,2
36722,3
36723,6
36724,2
36725,1
36726,1
36727,24
36728,4
36729,1
36730,10
36731,23
36732,2
36733,13
36734,5
36735,1
36736,1
36737,14
36738,1
36739,19
36740,1
36741,1
36742,1
36743,22
36744,3
36745,1
36746,1
36747,1
36748,14
36749,1
36750,3
36751,28
36752,78
36753,1
36754,1
36755,16
36756,21
36757,13
36758,1
36759,1
36760,2
36761,2
36762,2
36763,11
36764,1
36765,1
36766,2
36767,3
36768,9
36769,1
36770,8
36771,1
36772,2
36773,1
36774,2
36775,1
36776,1
36777,14
36778,33
36779,1
36780,1
36781,2
36782,2
36783,1
36784,5
36785,17
36786,16
36787,4
36788,1
36789,1
36790,6
36791,1
36792,13
36793,7
36794,1
36795,3
36796,9
36797,1
36798,1
36799,2
36800,1
36801,2
36802,1
36803,2
36804,5
36805,3
36806,3
36807,1
36808,2
36809,3
36810,3
36811,1
36812,3
36813,1
36814,10
36815,1
36816,3
36817,2
36818,3
36819,2
36820,12
36821,9
36822,1
36823,8
36824,9
36825,1
36826,1
36827,2
36828,2
36829,2
36830,1
36831,1
36832,3
36833,3
36834,2
36835,1
36836,5
36837,1
36838,3
36839,1
36840,3
36841,2
36842,13
36843,42
36844,7
36845,3
36846,1
36847,3
36848,4
36849,2
36850,2
36851,4
36852,2
36853,2
36854,1
36855,2
36856,3
36857,5
36858,2
36859,1
36860,2
36861,1
36862,5
36863,1
36864,9
36865,3
36866,2
36867,1
36868,1
36869,2
36870,3
36871,1
36872,2
36873,9
36874,9
36875,1
36876,5
36877,1
36878,13
36879,1
36880,1
36881,1
36882,2
36883,2
36884,1
36885,4
36886,1
36887,10
36888,6
36889,7
36890,3
36891,1
36892,5
36893,4
36894,22
36895,1
36896,8
36897,2
36898,5
36899,10
36900,1
36901,20
36902,2
36903,2
36904,1
36905,1
36906,3
36907,1
36908,22
36909,1
36910,19
36911,1
36912,3
36913,5
36914,2
36915,4
36916,2
36917,3
36918,1
36919,3
36920,1
36921,7
36922,1
36923,2
36924,9
36925,7
36926,1
36927,3
36928,2
36929,1
36930,5
36931,2
36932,17
36933,1
36934,30
36935,1
36936,2
36937,3
36938,1
36939,1
36940,37
36941,1
36942,3
36943,2
36944,3
36945,1
36946,1
36947,1
36948,1
36949,1
36950,2
36951,1
36952,1
36953,11
36954,5
36955,5
36956,1
36957,7
36958,1
36959,2
36960,20
36961,3
36962,2
36963,4
36964,3
36965,6
36966,1
36967,6
36968,7
36969,2
36970,10
36971,19
36972,2
36973,3
36974,1
36975,3
36976,1
36977,7
36978,2
36979,1
36980,2
36981,4
36982,79
36983,4
36984,9
36985,2
36986,2
36987,1
36988,2
36989,2
36990,1
36991,2
36992,1
36993,1
36994,2
36995,8
36996,4
36997,1
36998,2
36999,13
37000,2
37001,3
37002,21
37003,5
37004,2
37005,1
37006,1
37007,1
37008,1
37009,1
37010,2
37011,1
37012,1
37013,18
37014,3
37015,19
37016,1
37017,10
37018,58
37019,3
37020,22
37021,1
37022,2
37023,3
37024,1
37025,1
37026,7
37027,2
37028,1
37029,2
37030,1
37031,2
37032,6
37033,1
37034,3
37035,2
37036,2
37037,2
37038,1
37039,7
37040,3
37041,1
37042,26
37043,1
37044,11
37045,5
37046,36
37047,1
37048,6
37049,6
37050,1
37051,1
37052,3
37053,1
37054,6
37055,3
37056,1
37057,2
37058,1
37059,1
37060,1
37061,2
37062,6
37063,4
37064,1
37065,3
37066,2
37067,2
37068,3
37069,12
37070,14
37071,1
37072,10
37073,9
37074,3
37075,1
37076,2
37077,6
37078,2
37079,31
37080,3
37081,8
37082,1
37083,10
37084,1
37085,5
37086,2
37087,4
37088,1
37089,1
37090,1
37091,8
37092,2
37093,1
37094,1
37095,2
37096,1
37097,2
37098,1
37099,1
37100,46
37101,2
37102,6
37103,6
37104,1
37105,3
37106,6
37107,8
37108,6
37109,4
37110,1
37111,8
37112,1
37113,2
37114,1
37115,8
37116,6
37117,2
37118,24
37119,5
37120,1
37121,15
37122,1
37123,1
37124,17
37125,3
37126,3
37127,2
37128,1
37129,1
37130,1
37131,2
37132,1
37133,1
37134,1
37135,25
37136,4
37137,5
37138,2
37139,6
37140,2
37141,2
37142,2
37143,21
37144,1
37145,2
37146,2
37147,1
37148,15
37149,5
37150,13
37151,7
37152,1
37153,6
37154,1
37155,1
37156,3
37157,1
37158,1
37159,14
37160,18
37161,23
37162,1
37163,1
37164,2
37165,1
37166,1
37167,1
37168,7
37169,1
37170,1
37171,1
37172,18
37173,2
37174,3
37175,7
37176,2
37177,10
37178,2
37179,3
37180,3
37181,7
37182,1
37183,7
37184,1
37185,7
37186,1
37187,1
37188,1
37189,1
37190,2
37191,1
37192,8
37193,2
37194,1
37195,1
37196,1
37197,2
37198,1
37199,11
37200,2
37201,11
37202,1
37203,6
37204,1
37205,1
37206,2
37207,5
37208,5
37209,1
37210,8
37211,2
37212,5
37213,1
37214,1
37215,3
37216,5
37217,6
37218,1
37219,2
37220,14
37221,1
37222,2
37223,1
37224,1
37225,1
37226,1
37227,1
37228,2
37229,1
37230,2
37231,2
37232,1
37233,5
37234,1
37235,1
37236,2
37237,2
37238,9
37239,1
37240,1
37241,1
37242,5
37243,3
37244,1
37245,1
37246,5
37247,2
37248,1
37249,1
37250,1
37251,6
37252,17
37253,1
37254,2
37255,1
37256,1
37257,2
37258,5
37259,1
37260,1
37261,1
37262,11
37263,1
37264,1
37265,5
37266,1
37267,2
37268,2
37269,3
37270,1
37271,4
37272,12
37273,1
37274,1
37275,1
37276,1
37277,1
37278,8
37279,1
37280,9
37281,1
37282,4
37283,27
37284,2
37285,1
37286,1
37287,1
37288,1
37289,1
37290,3
37291,9
37292,18
37293,1
37294,4
37295,4
37296,14
37297,1
37298,5
37299,31
37300,2
37301,3
37302,5
37303,2
37304,10
37305,1
37306,1
37307,22
37308,2
37309,25
37310,7
37311,1
37312,1
37313,2
37314,9
37315,17
37316,2
37317,1
37318,2
37319,2
37320,5
37321,3
37322,6
37323,2
37324,6
37325,1
37326,2
37327,1
37328,1
37329,2
37330,1
37331,3
37332,23
37333,7
37334,1
37335,5
37336,9
37337,14
37338,1
37339,1
37340,1
37341,3
37342,5
37343,1
37344,1
37345,3
37346,18
37347,6
37348,4
37349,4
37350,5
37351,6
37352,1
37353,1
37354,4
37355,6
37356,1
37357,7
37358,1
37359,9
37360,1
37361,1
37362,2
37363,13
37364,1
37365,4
37366,20
37367,1
37368,2
37369,12
37370,3
37371,1
37372,1
37373,2
37374,2
37375,1
37376,1
37377,2
37378,1
37379,1
37380,1
37381,2
37382,2
37383,6
37384,3
37385,9
37386,3
37387,1
37388,15
37389,1
37390,22
37391,15
37392,2
37393,2
37394,1
37395,1
37396,1
37397,20
37398,1
37399,22
37400,4
37401,2
37402,1
37403,1
